# hmmsearch :: search profile(s) against a sequence database
# HMMER 3.4 (Aug 2023); http://hmmer.org/
# Copyright (C) 2023 Howard Hughes Medical Institute.
# Freely distributed under the BSD open source license.
# - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
# query HMM file:                  PF00847.hmm
# target sequence database:        protein.faa
# sequence reporting threshold:    E-value <= 1e-05
# domain reporting threshold:      E-value <= 1e-05
# - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -

Query:       AP2  [M=54]
Accession:   PF00847.26
Description: AP2 domain
Scores for complete sequences (score includes all domains):
   --- full sequence ---   --- best 1 domain ---    -#dom-
    E-value  score  bias    E-value  score  bias    exp  N  Sequence     Description
      5e-15   56.7   0.1      5e-15   56.7   0.1    2.1  1  KAJ8626476.1  hypothetical protein MRB53_019783 [Persea ameri
    5.4e-15   56.6   2.3    9.1e-15   55.9   2.3    1.4  1  KAJ8645181.1  hypothetical protein MRB53_006929 [Persea ameri
    5.4e-15   56.6   2.3    8.4e-15   56.0   2.3    1.3  1  KAJ8650399.1  hypothetical protein MRB53_003422 [Persea ameri
    6.2e-15   56.4   5.3    1.2e-14   55.5   5.3    1.5  1  KAJ8648151.1  hypothetical protein MRB53_001174 [Persea ameri
    6.3e-15   56.4   1.8    1.1e-14   55.7   1.8    1.4  1  KAJ8632112.1  hypothetical protein MRB53_025448 [Persea ameri
    6.4e-15   56.4   1.5    1.1e-14   55.6   1.5    1.4  1  KAJ8642992.1  hypothetical protein MRB53_004740 [Persea ameri
    6.8e-15   56.3   1.8    1.1e-14   55.6   1.8    1.4  1  KAJ8630742.1  hypothetical protein MRB53_024065 [Persea ameri
    6.8e-15   56.3   1.4    1.1e-14   55.6   1.4    1.3  1  KAJ8648248.1  hypothetical protein MRB53_001271 [Persea ameri
    7.4e-15   56.2   0.1    1.5e-14   55.2   0.1    1.6  1  KAJ8633743.1  hypothetical protein MRB53_027079 [Persea ameri
    7.8e-15   56.1   1.5    7.8e-15   56.1   1.5    1.7  1  KAJ8616426.1  hypothetical protein MRB53_035798 [Persea ameri
    8.3e-15   56.0   0.4    1.3e-14   55.4   0.4    1.3  1  KAJ8649200.1  hypothetical protein MRB53_002223 [Persea ameri
      9e-15   55.9   1.7    1.3e-14   55.4   1.7    1.3  1  KAJ8628821.1  hypothetical protein MRB53_022144 [Persea ameri
    9.4e-15   55.9   3.2      2e-14   54.8   3.2    1.6  1  KAJ8625946.1  hypothetical protein MRB53_019253 [Persea ameri
      1e-14   55.7   0.1      1e-14   55.7   0.1    2.0  1  KAJ8626471.1  hypothetical protein MRB53_019778 [Persea ameri
    1.2e-14   55.6   0.3      2e-14   54.8   0.3    1.4  1  KAJ8625927.1  hypothetical protein MRB53_019234 [Persea ameri
    1.2e-14   55.5   0.1    2.2e-14   54.6   0.1    1.4  1  KAJ8644837.1  hypothetical protein MRB53_006585 [Persea ameri
    1.3e-14   55.4   2.8      2e-14   54.8   2.8    1.3  1  KAJ8649986.1  hypothetical protein MRB53_003009 [Persea ameri
    1.4e-14   55.3   0.2    2.5e-14   54.5   0.2    1.5  1  KAJ8643484.1  hypothetical protein MRB53_005232 [Persea ameri
    1.5e-14   55.2   0.2    2.9e-14   54.3   0.2    1.6  1  KAJ8637769.1  hypothetical protein MRB53_012036 [Persea ameri
    1.5e-14   55.2   1.8    2.5e-14   54.5   1.8    1.3  1  KAJ8621643.1  hypothetical protein MRB53_030172 [Persea ameri
    1.6e-14   55.1   1.5    1.6e-14   55.1   1.5    2.1  1  KAJ8638848.1  hypothetical protein MRB53_015542 [Persea ameri
    1.6e-14   55.1   3.0    2.6e-14   54.4   3.0    1.3  1  KAJ8641600.1  hypothetical protein MRB53_018294 [Persea ameri
    1.6e-14   55.1   0.2    2.8e-14   54.3   0.2    1.4  1  KAJ8645122.1  hypothetical protein MRB53_006870 [Persea ameri
    1.7e-14   55.1   1.1    2.9e-14   54.3   1.1    1.4  1  KAJ8647650.1  hypothetical protein MRB53_000673 [Persea ameri
      2e-14   54.8   2.9    2.9e-14   54.3   2.9    1.3  1  KAJ8625948.1  hypothetical protein MRB53_019255 [Persea ameri
      2e-14   54.8   2.3    2.9e-14   54.3   2.3    1.3  1  KAJ8636098.1  hypothetical protein MRB53_010365 [Persea ameri
    2.2e-14   54.7   1.4    3.9e-14   53.9   1.4    1.4  1  KAJ8623243.1  hypothetical protein MRB53_031772 [Persea ameri
    2.6e-14   54.5   1.6    4.6e-14   53.6   1.6    1.4  1  KAJ8618998.1  hypothetical protein MRB53_015184 [Persea ameri
    2.8e-14   54.3   0.1    2.8e-14   54.3   0.1    1.6  1  KAJ8643227.1  hypothetical protein MRB53_004975 [Persea ameri
    2.9e-14   54.3   0.4    4.7e-14   53.6   0.4    1.4  1  KAJ8650816.1  hypothetical protein MRB53_003839 [Persea ameri
    2.9e-14   54.3   1.3    4.5e-14   53.7   1.3    1.3  1  KAJ8616808.1  hypothetical protein MRB53_036180 [Persea ameri
      3e-14   54.3   1.5    4.6e-14   53.6   1.5    1.3  1  KAJ8625947.1  hypothetical protein MRB53_019254 [Persea ameri
      4e-14   53.8   1.6      4e-14   53.8   1.6    1.5  1  KAJ8629480.1  hypothetical protein MRB53_022803 [Persea ameri
    5.4e-14   53.4   4.2    1.1e-13   52.5   4.2    1.5  1  KAJ8646422.1  hypothetical protein MRB53_008170 [Persea ameri
    5.7e-14   53.3   0.5    1.1e-13   52.4   0.5    1.5  1  KAJ8632138.1  hypothetical protein MRB53_025474 [Persea ameri
    5.8e-14   53.3   5.0    1.1e-13   52.4   5.0    1.5  1  KAJ8630586.1  hypothetical protein MRB53_023909 [Persea ameri
    5.8e-14   53.3   1.4    8.5e-14   52.8   1.4    1.3  1  KAJ8645992.1  hypothetical protein MRB53_007740 [Persea ameri
    5.9e-14   53.3   2.3    5.9e-14   53.3   2.3    1.7  1  KAJ8616361.1  hypothetical protein MRB53_035733 [Persea ameri
    7.7e-14   52.9   2.1    1.1e-13   52.4   2.1    1.3  1  KAJ8619909.1  hypothetical protein MRB53_028438 [Persea ameri
    8.5e-14   52.8   6.7    5.7e-10   40.5   2.7    2.5  1  KAJ8636996.1  hypothetical protein MRB53_011263 [Persea ameri
    9.4e-14   52.6   1.7    1.6e-13   51.9   1.7    1.4  1  KAJ8618996.1  hypothetical protein MRB53_015182 [Persea ameri
    1.7e-13   51.8   2.1    1.7e-13   51.8   2.1    2.9  1  KAJ8649988.1  hypothetical protein MRB53_003011 [Persea ameri
    1.7e-13   51.8   2.0    2.6e-13   51.2   2.0    1.3  1  KAJ8645893.1  hypothetical protein MRB53_007641 [Persea ameri
    1.8e-13   51.7   4.1    1.8e-13   51.7   4.1    1.7  1  KAJ8618705.1  hypothetical protein MRB53_014891 [Persea ameri
    2.1e-13   51.5   3.9    3.7e-13   50.7   3.9    1.4  1  KAJ8635837.1  hypothetical protein MRB53_010104 [Persea ameri
    2.7e-13   51.2   1.0    4.3e-13   50.5   1.0    1.3  1  KAJ8643031.1  hypothetical protein MRB53_004779 [Persea ameri
    2.8e-13   51.1   5.0    4.5e-13   50.5   5.0    1.3  1  KAJ8647603.1  hypothetical protein MRB53_000626 [Persea ameri
    3.2e-13   50.9   4.3    5.5e-13   50.2   4.3    1.4  1  KAJ8625945.1  hypothetical protein MRB53_019252 [Persea ameri
    3.3e-13   50.9   0.3    6.4e-13   50.0   0.3    1.5  1  KAJ8623167.1  hypothetical protein MRB53_031696 [Persea ameri
    3.3e-13   50.9   4.8    5.1e-13   50.3   4.8    1.3  1  KAJ8648247.1  hypothetical protein MRB53_001270 [Persea ameri
    3.6e-13   50.8   0.9    5.7e-13   50.1   0.9    1.3  1  KAJ8618982.1  hypothetical protein MRB53_015168 [Persea ameri
      4e-13   50.6   1.6    6.3e-13   50.0   1.6    1.3  1  KAJ8635836.1  hypothetical protein MRB53_010103 [Persea ameri
    4.2e-13   50.6   1.5    6.8e-13   49.9   1.5    1.4  1  KAJ8618985.1  hypothetical protein MRB53_015171 [Persea ameri
      5e-13   50.3   0.5    8.4e-13   49.6   0.5    1.4  1  KAJ8627356.1  hypothetical protein MRB53_020663 [Persea ameri
    6.4e-13   50.0   0.9    6.4e-13   50.0   0.9    1.7  1  KAJ8637591.1  hypothetical protein MRB53_011858 [Persea ameri
    8.8e-13   49.5   3.1    1.4e-12   48.9   3.1    1.3  1  KAJ8623242.1  hypothetical protein MRB53_031771 [Persea ameri
    1.2e-12   49.2   3.0    1.2e-12   49.2   3.0    1.5  1  KAJ8619487.1  hypothetical protein MRB53_028016 [Persea ameri
    1.2e-12   49.1   1.5    1.8e-12   48.5   1.5    1.3  1  KAJ8618990.1  hypothetical protein MRB53_015176 [Persea ameri
    1.5e-12   48.8   2.3    2.5e-12   48.1   2.3    1.3  1  KAJ8633949.1  hypothetical protein MRB53_027285 [Persea ameri
    1.6e-12   48.7   2.8    3.4e-12   47.6   2.8    1.6  1  KAJ8648637.1  hypothetical protein MRB53_001660 [Persea ameri
    1.7e-12   48.6   0.2    1.7e-12   48.6   0.2    1.5  1  KAJ8641469.1  hypothetical protein MRB53_018163 [Persea ameri
    1.9e-12   48.5   0.5    3.5e-12   47.6   0.5    1.5  1  KAJ8617513.1  hypothetical protein MRB53_013699 [Persea ameri
      2e-12   48.4   0.3    2.8e-12   47.9   0.3    1.3  1  KAJ8634841.1  hypothetical protein MRB53_009108 [Persea ameri
    2.1e-12   48.4   0.8    2.9e-12   47.9   0.8    1.2  1  KAJ8625551.1  hypothetical protein MRB53_034081 [Persea ameri
    2.1e-12   48.4   0.6    8.2e-12   46.4   0.1    1.9  1  KAJ8619539.1  hypothetical protein MRB53_028068 [Persea ameri
    2.4e-12   48.2   0.5    3.4e-12   47.7   0.5    1.2  1  KAJ8628759.1  hypothetical protein MRB53_022082 [Persea ameri
    2.5e-12   48.1   2.3    4.1e-12   47.4   2.3    1.3  1  KAJ8633953.1  hypothetical protein MRB53_027289 [Persea ameri
    2.5e-12   48.1   2.3    4.1e-12   47.4   2.3    1.3  1  KAJ8633956.1  hypothetical protein MRB53_027292 [Persea ameri
    2.5e-12   48.1   2.8    4.9e-12   47.2   2.8    1.5  1  KAJ8651033.1  hypothetical protein MRB53_004056 [Persea ameri
    2.7e-12   48.0   0.6    4.1e-12   47.4   0.6    1.3  1  KAJ8647272.1  hypothetical protein MRB53_000295 [Persea ameri
    2.9e-12   47.9   3.9    4.7e-12   47.2   3.9    1.4  1  KAJ8635820.1  hypothetical protein MRB53_010087 [Persea ameri
      3e-12   47.8   1.4      5e-12   47.1   1.4    1.4  1  KAJ8622890.1  hypothetical protein MRB53_031419 [Persea ameri
      3e-12   47.8   3.9    6.5e-12   46.8   3.9    1.6  1  KAJ8621275.1  hypothetical protein MRB53_029804 [Persea ameri
    3.2e-12   47.8   0.6    7.5e-12   46.6   0.6    1.7  1  KAJ8634002.1  hypothetical protein MRB53_027338 [Persea ameri
    3.3e-12   47.7   1.5    4.9e-12   47.1   1.5    1.3  1  KAJ8621294.1  hypothetical protein MRB53_029823 [Persea ameri
    3.8e-12   47.5   0.3    6.3e-12   46.8   0.3    1.4  1  KAJ8618936.1  hypothetical protein MRB53_015122 [Persea ameri
    4.3e-12   47.3  10.0    9.2e-10   39.9   3.0    2.7  1  KAJ8631477.1  hypothetical protein MRB53_024800 [Persea ameri
    6.1e-12   46.8   1.8    9.7e-12   46.2   1.8    1.3  1  KAJ8618995.1  hypothetical protein MRB53_015181 [Persea ameri
    6.2e-12   46.8   3.0      1e-11   46.1   3.0    1.3  1  KAJ8633945.1  hypothetical protein MRB53_027281 [Persea ameri
    7.5e-12   46.6   1.2    1.2e-11   45.9   1.2    1.3  1  KAJ8618997.1  hypothetical protein MRB53_015183 [Persea ameri
    8.3e-12   46.4   1.2    1.8e-11   45.3   1.2    1.6  1  KAJ8625369.1  hypothetical protein MRB53_033899 [Persea ameri
      1e-11   46.1   0.4    1.5e-11   45.6   0.4    1.3  1  KAJ8647404.1  hypothetical protein MRB53_000427 [Persea ameri
    1.6e-11   45.5   0.9    1.6e-11   45.5   0.9    1.9  1  KAJ8640545.1  hypothetical protein MRB53_017239 [Persea ameri
    1.6e-11   45.5   0.4    2.6e-11   44.8   0.4    1.4  1  KAJ8617097.1  hypothetical protein MRB53_013283 [Persea ameri
    1.7e-11   45.4   0.1    3.1e-11   44.6   0.1    1.4  1  KAJ8641468.1  hypothetical protein MRB53_018162 [Persea ameri
    2.7e-11   44.8   3.1    3.9e-11   44.3   3.1    1.3  1  KAJ8648320.1  hypothetical protein MRB53_001343 [Persea ameri
    3.2e-11   44.5   0.6    4.5e-11   44.1   0.6    1.2  1  KAJ8618700.1  hypothetical protein MRB53_014886 [Persea ameri
    3.5e-11   44.4   0.2    6.6e-11   43.5   0.2    1.5  1  KAJ8633652.1  hypothetical protein MRB53_026988 [Persea ameri
    5.1e-11   43.9   0.4    1.2e-10   42.7   0.4    1.7  1  KAJ8626454.1  hypothetical protein MRB53_019761 [Persea ameri
    8.1e-11   43.2   0.1    8.1e-11   43.2   0.1    1.5  1  KAJ8626465.1  hypothetical protein MRB53_019772 [Persea ameri
    1.2e-10   42.7   0.1    2.1e-10   41.9   0.1    1.4  1  KAJ8626462.1  hypothetical protein MRB53_019769 [Persea ameri
    1.5e-10   42.4   0.1    1.5e-10   42.4   0.1    1.7  1  KAJ8626451.1  hypothetical protein MRB53_019758 [Persea ameri
    1.6e-10   42.3   0.2    2.3e-10   41.8   0.2    1.2  1  KAJ8619234.1  hypothetical protein MRB53_015420 [Persea ameri
    2.2e-10   41.9   0.3    3.5e-10   41.2   0.3    1.3  1  KAJ8626458.1  hypothetical protein MRB53_019765 [Persea ameri
    4.5e-10   40.9   0.1    4.5e-10   40.9   0.1    1.9  1  KAJ8633649.1  hypothetical protein MRB53_026985 [Persea ameri
    4.6e-10   40.8   0.2    8.6e-10   40.0   0.2    1.5  1  KAJ8650278.1  hypothetical protein MRB53_003301 [Persea ameri
    6.1e-10   40.4   1.7    9.7e-10   39.8   1.7    1.3  1  KAJ8631049.1  hypothetical protein MRB53_024372 [Persea ameri
    1.1e-09   39.7   0.1    1.9e-09   38.8   0.1    1.4  1  KAJ8626460.1  hypothetical protein MRB53_019767 [Persea ameri
      7e-09   37.0   0.8    1.5e-08   36.0   0.8    1.6  1  KAJ8641801.1  hypothetical protein MRB53_018495 [Persea ameri
    1.7e-08   35.8   0.5    4.3e-08   34.5   0.5    1.8  1  KAJ8631000.1  hypothetical protein MRB53_024323 [Persea ameri
    1.7e-08   35.8   0.2    3.3e-08   34.9   0.2    1.5  1  KAJ8619976.1  hypothetical protein MRB53_028505 [Persea ameri
    1.8e-06   29.3   0.0    6.8e-06   27.5   0.0    1.9  1  KAJ8626461.1  hypothetical protein MRB53_019768 [Persea ameri
    3.3e-06   28.5   0.1    7.1e-06   27.4   0.1    1.6  1  KAJ8621919.1  hypothetical protein MRB53_030448 [Persea ameri
    5.2e-06   27.8   0.1    1.1e-05   26.8   0.1    1.6  1  KAJ8642890.1  hypothetical protein MRB53_004638 [Persea ameri


Domain annotation for each sequence (and alignments):
>> KAJ8632860.1  hypothetical protein MRB53_026196 [Persea americana]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   47.2   4.1   1.8e-14   4.8e-12       1      53 [.      68     127 ..      68     128 .. 0.93
   2 !   42.2   2.0   6.3e-13   1.7e-10       1      53 [.     170     221 ..     170     222 .. 0.93

  Alignments for each domain:
  == domain 1  score: 47.2 bits;  conditional E-value: 1.8e-14
           AP2   1 pkirGVrydkkwgrWvAe......wsengkrkkkrfslgkygt.eeAaraAiearlkleg 53 
                   +++rGV++++++gr++A+      w+ ++k+k k+++lg y+  e Aara+++a+lk++g
  KAJ8632860.1  68 SRFRGVSRHRWTGRYEAHlwdkgsWNVTQKKKGKQVYLGAYDEeESAARAYDLAALKYWG 127
                   589****************88888777999999*************************98 PP

  == domain 2  score: 42.2 bits;  conditional E-value: 6.3e-13
           AP2   1 pkirGVrydkkwgrWvAewsengkrkkkrfslgkygt.eeAaraAiearlkleg 53 
                   +k+rGV ++ + grW+A+   +++++ k+ +lg+y t eeAa a++ a+ +++g
  KAJ8632860.1 170 SKYRGVARHHHNGRWEARI--GRVFGNKYLYLGTYSTqEEAAAAYDIAAIEYRG 221
                   69****************8..566777************************998 PP

>> KAJ8649923.1  hypothetical protein MRB53_002946 [Persea americana]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   45.6   5.0   5.6e-14   1.5e-11       1      53 [.      94     153 ..      94     154 .. 0.91
   2 !   42.1   2.0   6.8e-13   1.8e-10       1      53 [.     196     247 ..     196     248 .. 0.93

  Alignments for each domain:
  == domain 1  score: 45.6 bits;  conditional E-value: 5.6e-14
           AP2   1 pkirGVrydkkwgrWvAe......wsengkrkkkrfslgkygt.eeAaraAiearlkleg 53 
                   +++rGV++++++gr++A+      w+  +k+k k+++lg y+  e Aara+++a+lk++g
  KAJ8649923.1  94 SRFRGVSRHRWTGRYEAHlwdkgsWNVAQKKKGKQVYLGAYDEeEAAARAYDLAALKYWG 153
                   589****************77777766777888*************************98 PP

  == domain 2  score: 42.1 bits;  conditional E-value: 6.8e-13
           AP2   1 pkirGVrydkkwgrWvAewsengkrkkkrfslgkygt.eeAaraAiearlkleg 53 
                   +k+rGV ++ + grW+A+   +++++ k+ +lg+y t eeAa a++ a+ +++g
  KAJ8649923.1 196 SKYRGVARHHHNGRWEARI--GRVFGNKYLYLGTYSTqEEAAAAYDIAAIEYRG 247
                   69****************8..566777************************998 PP

>> KAJ8648561.1  hypothetical protein MRB53_001584 [Persea americana]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   42.9   2.4     4e-13   1.1e-10       1      53 [.      53     112 ..      53     113 .. 0.88
   2 !   43.9   2.5   1.9e-13   5.1e-11       1      53 [.     155     206 ..     155     207 .. 0.93

  Alignments for each domain:
  == domain 1  score: 42.9 bits;  conditional E-value: 4e-13
           AP2   1 pkirGVrydkkwgrWvAe......wse.ngkrkkkrfslgkygt.eeAaraAiearlkleg 53 
                   +++rGV++++++gr++A+      w++ ++ +k ++++lg y+  e Aa+ +++a+lk++g
  KAJ8648561.1  53 SVYRGVTRHRWTGRYEAHlwdkssWNSvQN-KKGRQVYLGAYDDeEAAAHTYDLAALKYWG 112
                   68*****************77777666544.666*************************98 PP

  == domain 2  score: 43.9 bits;  conditional E-value: 1.9e-13
           AP2   1 pkirGVrydkkwgrWvAewsengkrkkkrfslgkygt.eeAaraAiearlkleg 53 
                   +k+rGV ++ + grW+A+   +++++ k+ +lg+y t eeAa a+++a+ +++g
  KAJ8648561.1 155 SKYRGVARHHHNGRWEARI--GRVFGNKYLYLGTYSTqEEAAAAYDKAAIEYRG 206
                   69****************8..566777*************************98 PP

>> KAJ8646540.1  hypothetical protein MRB53_008288 [Persea americana]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
